project_name,builder_name,city,county,state,lat,long,attached_detached,unit_size_min,unit_size_max,minprice_1,maxprice_1,status,typicallotsize,sales_rate,sales_rate_last_three_months,total_units_planned,total_units_sold,total_remaining,zip_code,communitytype,master_plan,lot_width_variations,monthly_sales,total_units_remaining,yyyymm
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,201901
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,201902
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,201903
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,201904
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,201905
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,8,17,201906
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,9,8,201907
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,10,38,201908
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,17,21,201909
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,13,8,201910
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,5,3,201911
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,-1,4,201912
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,3,1,202001
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,1,0,202002
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,202003
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,202004
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,202005
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,202006
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,202007
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,0,202008
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,130,202009
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,37,93,202010
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,28,65,202011
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,17,48,202012
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,13,35,202101
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,11,24,202102
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,24,300,202103
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,300,202104
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,300,202105
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,300,202106
Pioneer Hill,D.R. Horton,Austin,Travis,TX,30.357361,-97.665094,Detached,1366,2367,377990,432990,ACTIVE PROJECT,4800,6.11,0,679,379,300,78754,NULL,NULL,40,0,300,202107
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,10,257,201901
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,14,243,201902
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,16,227,201903
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,15,212,201904
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,15,197,201905
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,15,182,201906
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,16,166,201907
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,16,150,201908
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,15,135,201909
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,15,120,201910
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,15,105,201911
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,13,226,201912
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,9,217,202001
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,9,208,202002
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,8,200,202003
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,4,196,202004
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,13,183,202005
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,25,158,202006
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,22,136,202007
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,28,108,202008
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,23,85,202009
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,18,67,202010
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,17,50,202011
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,43,7,202012
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,23,127,202101
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,18,109,202102
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,21,88,202103
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,24,64,202104
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,36,28,202105
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,13,15,202106
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,12,3,202107
Cantarra Meadows,D.R. Horton,Pflugerville,Travis,TX,30.390011,-97.622015,Detached,1367,2473,356990,404990,ACTIVE PROJECT,5520,10.53,20.33333333,645,643,2,78660,Master Plan,Cantarra,48,1,2,202108
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,104,201901
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,101,201902
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,100,201903
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,4,96,201904
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,5,91,201905
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,88,201906
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,2,86,201907
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,85,201908
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,6,79,201909
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,5,74,201910
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,73,201911
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,72,201912
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,0,72,202001
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,69,202002
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,68,202003
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,67,202004
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,66,202005
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,4,62,202006
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,5,57,202007
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,56,202008
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,53,202009
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,5,48,202010
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,45,202011
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,4,41,202012
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,9,32,202101
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,31,202102
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,5,26,202103
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,3,23,202104
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,0,23,202105
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,0,23,202106
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,22,202107
Whisper Valley,Pacesetter Homes,Manor,Travis,TX,30.297006,-97.556865,Detached,1016,2184,330900,412900,ACTIVE PROJECT,6000,3.04,0.333333333,171,150,21,78653,Master Plan,Whisper Valley,50,1,21,202108
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,34,201901
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,33,201902
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,32,201903
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,0,32,201904
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,31,201905
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,30,201906
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,29,201907
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,28,201908
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,0,28,201909
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,27,201910
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,26,201911
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,52,201912
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,2,50,202001
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,49,202002
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,48,202003
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,0,48,202004
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,1,47,202005
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,3,44,202006
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,3,40,202007
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,4,36,202008
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,8,28,202009
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,5,23,202010
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,8,15,202011
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,9,6,202012
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,7,30,202101
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,2,28,202102
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,3,25,202103
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,2,23,202104
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,3,20,202105
Blackhawk,Saratoga Homes,Pflugerville,Travis,TX,30.47066,-97.547909,Detached,3681,3874,770000,770000,ACTIVE PROJECT,6500,1.72,2.666666667,117,102,15,78660,Master Plan,Blackhawk,50,2,18,202106
